Prisoners,"Crime,Drama,Mystery",2013,153,8.1
Warcraft,"Action,Adventure,Fantasy",2016,123,7
The Help,Drama,2011,146,8.1
War Dogs,"Comedy,Crime,Drama",2016,114,7.1
Avengers: Age of Ultron,"Action,Adventure,Sci-Fi",2015,141,7.4
The Nice Guys,"Action,Comedy,Crime",2016,116,7.4
Kimi no na wa,"Animation,Drama,Fantasy",2016,106,8.6
The Void,"Horror,Mystery,Sci-Fi",2016,90,5.8
Personal Shopper,"Drama,Mystery,Thriller",2016,105,6.3
The Departed,"Crime,Drama,Thriller",2006,151,8.5
Legend,"Biography,Crime,Drama",2015,132,7
Thor,"Action,Adventure,Fantasy",2011,115,7
The Martian,"Adventure,Drama,Sci-Fi",2015,144,8
Contratiempo,"Crime,Mystery,Thriller",2016,106,7.9
The Man from U.N.C.L.E.,"Action,Adventure,Comedy",2015,116,7.3
Hell or High Water,"Crime,Drama,Thriller",2016,102,7.7
The Comedian,Comedy,2016,120,5.4
The Legend of Tarzan,"Action,Adventure,Drama",2016,110,6.3
All We Had,Drama,2016,105,5.8
Ex Machina,"Drama,Mystery,Sci-Fi",2014,108,7.7
The Belko Experiment,"Action,Horror,Thriller",2016,89,6.3
12 Years a Slave,"Biography,Drama,History",2013,134,8.1
The Bad Batch,"Romance,Sci-Fi",2016,118,6.1
300,"Action,Fantasy,War",2006,117,7.7
Harry Potter and the Deathly Hallows: Part 2,"Adventure,Drama,Fantasy",2011,130,8.1
Office Christmas Party,Comedy,2016,105,5.8
The Neon Demon,"Horror,Thriller",2016,118,6.2
Dangal,"Action,Biography,Drama",2016,161,8.8
10 Cloverfield Lane,"Drama,Horror,Mystery",2016,104,7.2
Finding Dory,"Animation,Adventure,Comedy",2016,97,7.4
Miss Peregrine's Home for Peculiar Children,"Adventure,Drama,Family",2016,127,6.7
Divergent,"Adventure,Mystery,Sci-Fi",2014,139,6.7
Mike and Dave Need Wedding Dates,"Adventure,Comedy,Romance",2016,98,6
Boyka: Undisputed IV,Action,2016,86,7.4
The Dark Knight Rises,"Action,Thriller",2012,164,8.5
The Jungle Book,"Adventure,Drama,Family",2016,106,7.5
Transformers: Age of Extinction,"Action,Adventure,Sci-Fi",2014,165,5.7
Nerve,"Adventure,Crime,Mystery",2016,96,6.6
Mamma Mia!,"Comedy,Family,Musical",2008,108,6.4
The Revenant,"Adventure,Drama,Thriller",2015,156,8
Fences,Drama,2016,139,7.3
Into the Woods,"Adventure,Comedy,Drama",2014,125,6
The Shallows,"Drama,Horror,Thriller",2016,86,6.4
Whiplash,"Drama,Music",2014,107,8.5
Furious 6,"Action,Crime,Thriller",2013,130,7.1
The Place Beyond the Pines,"Crime,Drama,Thriller",2012,140,7.3
No Country for Old Men,"Crime,Drama,Thriller",2007,122,8.1
The Great Gatsby,"Drama,Romance",2013,143,7.3
Shutter Island,"Mystery,Thriller",2010,138,8.1
Brimstone,"Mystery,Thriller,Western",2016,148,7.1
Star Trek,"Action,Adventure,Sci-Fi",2009,127,8
Diary of a Wimpy Kid,"Comedy,Family",2010,94,6.2
The Big Short,"Biography,Comedy,Drama",2015,130,7.8
Room,Drama,2015,118,8.2
Django Unchained,"Drama,Western",2012,165,8.4
Ah-ga-ssi,"Drama,Mystery,Romance",2016,144,8.1
The Edge of Seventeen,"Comedy,Drama",2016,104,7.4
Watchmen,"Action,Drama,Mystery",2009,162,7.6
Superbad,Comedy,2007,113,7.6
Inferno,"Action,Adventure,Crime",2016,121,6.2
The BFG,"Adventure,Family,Fantasy",2016,117,6.4
The Hunger Games,"Adventure,Sci-Fi,Thriller",2012,142,7.2
White Girl,Drama,2016,88,5.8
Sicario,"Action,Crime,Drama",2015,121,7.6
Twin Peaks: The Missing Pieces,"Drama,Horror,Mystery",2014,91,8.1
Aliens vs Predator - Requiem,"Action,Horror,Sci-Fi",2007,94,4.7
Pacific Rim,"Action,Adventure,Sci-Fi",2013,131,7
"Crazy Stupid Love.","Comedy,Drama,Romance",2011,118,7.4
Scott Pilgrim vs. the World,"Action,Comedy,Fantasy",2010,112,7.5
Hot Fuzz,"Action,Comedy,Mystery",2007,121,7.9
Mine,"Thriller,War",2016,106,6
Free Fire,"Action,Comedy,Crime",2016,90,7
X-Men: Days of Future Past,"Action,Adventure,Sci-Fi",2014,132,8
Jack Reacher: Never Go Back,"Action,Adventure,Crime",2016,118,6.1
Casino Royale,"Action,Adventure,Thriller",2006,144,8
Twilight,"Drama,Fantasy,Romance",2008,122,5.2
Now You See Me 2,"Action,Adventure,Comedy",2016,129,6.5
Woman in Gold,"Biography,Drama,History",2015,109,7.3
13 Hours,"Action,Drama,History",2016,144,7.3
Spectre,"Action,Adventure,Thriller",2015,148,6.8
Nightcrawler,"Crime,Drama,Thriller",2014,118,7.9
Kubo and the Two Strings,"Animation,Adventure,Family",2016,101,7.9
Beyond the Gates,"Adventure,Horror",2016,84,5.2
Her,"Drama,Romance,Sci-Fi",2013,126,8
Frozen,"Animation,Adventure,Comedy",2013,102,7.5
Tomorrowland,"Action,Adventure,Family",2015,130,6.5
Dawn of the Planet of the Apes,"Action,Adventure,Drama",2014,130,7.6
Tropic Thunder,"Action,Comedy",2008,107,7
The Conjuring 2,"Horror,Mystery,Thriller",2016,134,7.4
Ant-Man,"Action,Adventure,Comedy",2015,117,7.3
Bridget Jones's Baby,"Comedy,Romance",2016,118,6.7
The VVitch: A New-England Folktale,"Horror,Mystery",2015,92,6.8
Cinderella,"Drama,Family,Fantasy",2015,105,7
Realive,Sci-Fi,2016,112,5.9
Forushande,"Drama,Thriller",2016,124,8
Love,"Drama,Romance",2015,135,6
Billy Lynn's Long Halftime Walk,"Drama,War",2016,113,6.3
Crimson Peak,"Drama,Fantasy,Horror",2015,119,6.6
Drive,"Crime,Drama",2011,100,7.8
Trainwreck,"Comedy,Drama,Romance",2015,125,6.3
The Light Between Oceans,"Drama,Romance",2016,133,7.2
Below Her Mouth,Drama,2016,94,5.6
Spotlight,"Crime,Drama,History",2015,128,8.1
Morgan,"Horror,Sci-Fi,Thriller",2016,92,5.8
Warrior,"Action,Drama,Sport",2011,140,8.2
Captain America: The First Avenger,"Action,Adventure,Sci-Fi",2011,124,6.9
Hacker,"Crime,Drama,Thriller",2016,95,6.3
Into the Wild,"Adventure,Biography,Drama",2007,148,8.1
The Imitation Game,"Biography,Drama,Thriller",2014,114,8.1
Central Intelligence,"Action,Comedy,Crime",2016,107,6.3
Edge of Tomorrow,"Action,Adventure,Sci-Fi",2014,113,7.9
A Cure for Wellness,"Drama,Fantasy,Horror",2016,146,6.5
Snowden,"Biography,Drama,Thriller",2016,134,7.3
Iron Man,"Action,Adventure,Sci-Fi",2008,126,7.9
Allegiant,"Action,Adventure,Mystery",2016,120,5.7
X: First Class,"Action,Adventure,Sci-Fi",2011,132,7.8
Raw (II),"Drama,Horror",2016,99,7.5
Paterson,"Comedy,Drama,Romance",2016,118,7.5
Bridesmaids,"Comedy,Romance",2011,125,6.8
The Girl with All the Gifts,"Drama,Horror,Thriller",2016,111,6.7
San Andreas,"Action,Adventure,Drama",2015,114,6.1
Spring Breakers,Drama,2012,94,5.3
Transformers,"Action,Adventure,Sci-Fi",2007,144,7.1
Old Boy,"Action,Drama,Mystery",2013,104,5.8
Thor: The Dark World,"Action,Adventure,Fantasy",2013,112,7
Gods of Egypt,"Action,Adventure,Fantasy",2016,126,5.5
Captain America: The Winter Soldier,"Action,Adventure,Sci-Fi",2014,136,7.8
Monster Trucks,"Action,Adventure,Comedy",2016,104,5.7
A Dark Song,"Drama,Horror",2016,100,6.1
Kick-Ass,"Action,Comedy",2010,117,7.7
Hardcore Henry,"Action,Adventure,Sci-Fi",2015,96,6.7
Cars,"Animation,Adventure,Comedy",2006,117,7.1
It Follows,"Horror,Mystery",2014,100,6.9
The Girl with the Dragon Tattoo,"Crime,Drama,Mystery",2011,158,7.8
We're the Millers,"Comedy,Crime",2013,110,7
American Honey,Drama,2016,163,7
The Lobster,"Comedy,Drama,Romance",2015,119,7.1
Predators,"Action,Adventure,Sci-Fi",2010,107,6.4
Maleficent,"Action,Adventure,Family",2014,97,7
Rupture,"Horror,Sci-Fi,Thriller",2016,102,4.8
Pan's Labyrinth,"Drama,Fantasy,War",2006,118,8.2
A Kind of Murder,"Crime,Drama,Thriller",2016,95,5.2
Apocalypto,"Action,Adventure,Drama",2006,139,7.8
Mission: Impossible - Rogue Nation,"Action,Adventure,Thriller",2015,131,7.4
The Huntsman: Winter's War,"Action,Adventure,Drama",2016,114,6.1
The Perks of Being a Wallflower,"Drama,Romance",2012,102,8
Jackie,"Biography,Drama,History",2016,100,6.8
The Disappointments Room,"Drama,Horror,Thriller",2016,85,3.9
The Grand Budapest Hotel,"Adventure,Comedy,Drama",2014,99,8.1
The Host,"Action,Adventure,Romance",2013,125,5.9
Fury,"Action,Drama,War",2014,134,7.6
Inside Out,"Animation,Adventure,Comedy",2015,95,8.2
Rock Dog,"Animation,Adventure,Comedy",2016,90,5.8
Terminator Genisys,"Action,Adventure,Sci-Fi",2015,126,6.5
Percy Jackson & the Olympians: The Lightning Thief,"Adventure,Family,Fantasy",2010,118,5.9
Les Mis̩rables,"Drama,Musical,Romance",2012,158,7.6
Children of Men,"Drama,Sci-Fi,Thriller",2006,109,7.9
20th Century Women,"Comedy,Drama",2016,119,7.4
Spy,"Action,Comedy,Crime",2015,119,7.1
The Intouchables,"Biography,Comedy,Drama",2011,112,8.6
Bonjour Anne,"Comedy,Drama,Romance",2016,92,4.9
Kynodontas,"Drama,Thriller",2009,94,7.3
Straight Outta Compton,"Biography,Drama,History",2015,147,7.9
The Amazing Spider-Man 2,"Action,Adventure,Sci-Fi",2014,142,6.7
The Conjuring,"Horror,Mystery,Thriller",2013,112,7.5
The Hangover,Comedy,2009,100,7.8
Battleship,"Action,Adventure,Sci-Fi",2012,131,5.8
Rise of the Planet of the Apes,"Action,Drama,Sci-Fi",2011,105,7.6
Lights Out,Horror,2016,81,6.4
Norman: The Moderate Rise and Tragic Fall of a New York Fixer,"Drama,Thriller",2016,118,7.1
Birdman or (The Unexpected Virtue of Ignorance),"Comedy,Drama,Romance",2014,119,7.8
Black Swan,"Drama,Thriller",2010,108,8
Dear White People,"Comedy,Drama",2014,108,6.2
Nymphomaniac: Vol. I,Drama,2013,117,7
Teenage Mutant Ninja Turtles: Out of the Shadows,"Action,Adventure,Comedy",2016,112,6
Knock Knock,"Drama,Horror,Thriller",2015,99,4.9
Dirty Grandpa,Comedy,2016,102,6
Cloud Atlas,"Drama,Sci-Fi",2012,172,7.5
X-Men Origins: Wolverine,"Action,Adventure,Sci-Fi",2009,107,6.7
Satanic,Horror,2016,85,3.7
Skyfall,"Action,Adventure,Thriller",2012,143,7.8
The Hobbit: An Unexpected Journey,"Adventure,Fantasy",2012,169,7.9
21 Jump Street,"Action,Comedy,Crime",2012,110,7.2
Sing Street,"Comedy,Drama,Music",2016,106,8
Ballerina,"Animation,Adventure,Comedy",2016,89,6.8
Oblivion,"Action,Adventure,Mystery",2013,124,7
22 Jump Street,"Action,Comedy,Crime",2014,112,7.1
Zodiac,"Crime,Drama,History",2007,157,7.7
Everybody Wants Some!!,Comedy,2016,117,7
Iron Man Three,"Action,Adventure,Sci-Fi",2013,130,7.2
Now You See Me,"Crime,Mystery,Thriller",2013,115,7.3
Sherlock Holmes,"Action,Adventure,Crime",2009,128,7.6
Death Proof,Thriller,2007,113,7.1
The Danish Girl,"Biography,Drama,Romance",2015,119,7
Hercules,"Action,Adventure",2014,98,6
Sucker Punch,"Action,Fantasy",2011,110,6.1
Keeping Up with the Joneses,"Action,Comedy",2016,105,5.8
Jupiter Ascending,"Action,Adventure,Sci-Fi",2015,127,5.3
Masterminds,"Action,Comedy,Crime",2016,95,5.8
Iris,Thriller,2016,99,6.1
Busanhaeng,"Action,Drama,Horror",2016,118,7.5
Pitch Perfect,"Comedy,Music,Romance",2012,112,7.2
Neighbors 2: Sorority Rising,Comedy,2016,92,5.7
The Exception,Drama,2016,107,7.7
Man of Steel,"Action,Adventure,Fantasy",2013,143,7.1
The Choice,"Drama,Romance",2016,111,6.6
Ice Age: Collision Course,"Animation,Adventure,Comedy",2016,94,5.7
The Devil Wears Prada,"Comedy,Drama",2006,109,6.8
The Infiltrator,"Biography,Crime,Drama",2016,127,7.1
There Will Be Blood,"Drama,History",2007,158,8.1
The Equalizer,"Action,Crime,Thriller",2014,132,7.2
Lone Survivor,"Action,Biography,Drama",2013,121,7.5
The Cabin in the Woods,Horror,2012,95,7
The House Bunny,"Comedy,Romance",2008,97,5.5
She's Out of My League,"Comedy,Romance",2010,104,6.4
Inherent Vice,"Comedy,Crime,Drama",2014,148,6.7
Alice Through the Looking Glass,"Adventure,Family,Fantasy",2016,113,6.2
Vincent N Roxxy,"Crime,Drama,Thriller",2016,110,5.5
The Fast and the Furious: Tokyo Drift,"Action,Crime,Thriller",2006,104,6
How to Be Single,"Comedy,Romance",2016,110,6.1
The Blind Side,"Biography,Drama,Sport",2009,129,7.7
La vie d'Ad̬le,"Drama,Romance",2013,180,7.8
The Babadook,"Drama,Horror",2014,93,6.8
The Hobbit: The Battle of the Five Armies,"Adventure,Fantasy",2014,144,7.4
Harry Potter and the Order of the Phoenix,"Adventure,Family,Fantasy",2007,138,7.5
Snowpiercer,"Action,Drama,Sci-Fi",2013,126,7
The 5th Wave,"Action,Adventure,Sci-Fi",2016,112,5.2
The Stakelander,"Action,Horror",2016,81,5.3
The Visit,"Comedy,Horror,Thriller",2015,94,6.2
Fast Five,"Action,Crime,Thriller",2011,131,7.3
Step Up,"Crime,Drama,Music",2006,104,6.5
Lovesong,Drama,2016,84,6.4
RocknRolla,"Action,Crime,Thriller",2008,114,7.3
In Time,"Action,Sci-Fi,Thriller",2011,109,6.7
The Social Network,"Biography,Drama",2010,120,7.7
The Last Witch Hunter,"Action,Adventure,Fantasy",2015,106,6
Victor Frankenstein,"Drama,Horror,Sci-Fi",2015,110,6
A Street Cat Named Bob,"Biography,Comedy,Drama",2016,103,7.4
Green Room,"Crime,Horror,Thriller",2015,95,7
Blackhat,"Crime,Drama,Mystery",2015,133,5.4
Storks,"Animation,Adventure,Comedy",2016,87,6.9
American Sniper,"Action,Biography,Drama",2014,133,7.3
Dallas Buyers Club,"Biography,Drama",2013,117,8
Lincoln,"Biography,Drama,History",2012,150,7.4
Rush,"Action,Biography,Drama",2013,123,8.1
Before I Wake,"Drama,Fantasy,Horror",2016,97,6.1
Silver Linings Playbook,"Comedy,Drama,Romance",2012,122,7.8
Tracktown,"Drama,Sport",2016,88,5.9
The Fault in Our Stars,"Drama,Romance",2014,126,7.8
Blended,"Comedy,Romance",2014,117,6.5
Fast & Furious,"Action,Crime,Thriller",2009,107,6.6
Looper,"Action,Crime,Drama",2012,119,7.4
White House Down,"Action,Drama,Thriller",2013,131,6.4
Pete's Dragon,"Adventure,Family,Fantasy",2016,102,6.8
Spider-Man 3,"Action,Adventure",2007,139,6.2
The Three Musketeers,"Action,Adventure,Romance",2011,110,5.8
Stardust,"Adventure,Family,Fantasy",2007,127,7.7
American Hustle,"Crime,Drama",2013,138,7.3
Jennifer's Body,"Comedy,Horror",2009,102,5.1
Midnight in Paris,"Comedy,Fantasy,Romance",2011,94,7.7
Lady Macbeth,Drama,2016,89,7.3
Joy,Drama,2015,124,6.6
The Dressmaker,"Comedy,Drama",2015,119,7.1
Cafe Society,"Comedy,Drama,Romance",2016,96,6.7
Insurgent,"Adventure,Sci-Fi,Thriller",2015,119,6.3
Seventh Son,"Action,Adventure,Fantasy",2014,102,5.5
Demain tout commence,"Comedy,Drama",2016,118,7.4
The Theory of Everything,"Biography,Drama,Romance",2014,123,7.7
This Is the End,"Comedy,Fantasy",2013,107,6.6
About Time,"Comedy,Drama,Fantasy",2013,123,7.8
Step Brothers,Comedy,2008,98,6.9
Clown,"Horror,Thriller",2014,100,5.7
Star Trek Into Darkness,"Action,Adventure,Sci-Fi",2013,132,7.8
Zombieland,"Adventure,Comedy,Horror",2009,88,7.7
"Hail Caesar!","Comedy,Mystery",2016,106,6.3
Slumdog Millionaire,Drama,2008,120,8
The Twilight Saga: Breaking Dawn - Part 2,"Adventure,Drama,Fantasy",2012,115,5.5
American Wrestler: The Wizard,"Drama,Sport",2016,117,6.9
The Amazing Spider-Man,"Action,Adventure",2012,136,7
Ben-Hur,"Action,Adventure,Drama",2016,123,5.7
Sleight,"Action,Drama,Sci-Fi",2016,89,6
The Maze Runner,"Action,Mystery,Sci-Fi",2014,113,6.8
Criminal,"Action,Crime,Drama",2016,113,6.3
Wanted,"Action,Crime,Fantasy",2008,110,6.7
Florence Foster Jenkins,"Biography,Comedy,Drama",2016,111,6.9
Collide,"Action,Crime,Thriller",2016,99,5.7
Black Mass,"Biography,Crime,Drama",2015,123,6.9
Creed,"Drama,Sport",2015,133,7.6
Swiss Army Man,"Adventure,Comedy,Drama",2016,97,7.1
The Expendables 3,"Action,Adventure,Thriller",2014,126,6.1
What We Do in the Shadows,"Comedy,Fantasy,Horror",2014,86,7.6
Southpaw,"Drama,Sport",2015,124,7.4
Hush,"Horror,Thriller",2016,81,6.6
Bridge of Spies,"Drama,History,Thriller",2015,142,7.6
The Lego Movie,"Animation,Action,Adventure",2014,100,7.8
Everest,"Action,Adventure,Drama",2015,121,7.1
Pixels,"Action,Comedy,Family",2015,105,5.6
Robin Hood,"Action,Adventure,Drama",2010,140,6.7
The Wolverine,"Action,Adventure,Sci-Fi",2013,126,6.7
John Carter,"Action,Adventure,Sci-Fi",2012,132,6.6
Keanu,"Action,Comedy",2016,100,6.3
The Gunman,"Action,Crime,Drama",2015,115,5.8
Steve Jobs,"Biography,Drama",2015,122,7.2
Whisky Galore,"Comedy,Romance",2016,98,5
Grown Ups 2,Comedy,2013,101,5.4
The Age of Adaline,"Drama,Fantasy,Romance",2015,112,7.2
The Incredible Hulk,"Action,Adventure,Sci-Fi",2008,112,6.8
Couples Retreat,Comedy,2009,113,5.5
Absolutely Anything,"Comedy,Sci-Fi",2015,85,6
Magic Mike,"Comedy,Drama",2012,110,6.1
Minions,"Animation,Action,Adventure",2015,91,6.4
The Black Room,Horror,2016,91,3.9
Bronson,"Action,Biography,Crime",2008,92,7.1
Despicable Me,"Animation,Adventure,Comedy",2010,95,7.7
The Best of Me,"Drama,Romance",2014,118,6.7
The Invitation,"Drama,Mystery,Thriller",2015,100,6.7
Zero Dark Thirty,"Drama,History,Thriller",2012,157,7.4
Tangled,"Animation,Adventure,Comedy",2010,100,7.8
The Hunger Games: Mockingjay - Part 2,"Action,Adventure,Sci-Fi",2015,137,6.6
Vacation,"Adventure,Comedy",2015,99,6.1
Taken,"Action,Thriller",2008,93,7.8
Pitch Perfect 2,"Comedy,Music",2015,115,6.5
Monsters University,"Animation,Adventure,Comedy",2013,104,7.3
Elle,"Crime,Drama,Thriller",2016,130,7.2
Mechanic: Resurrection,"Action,Adventure,Crime",2016,98,5.6
Tusk,"Comedy,Drama,Horror",2014,102,5.4
The Headhunter's Calling,Drama,2016,108,6.9
Atonement,"Drama,Mystery,Romance",2007,123,7.8
Harry Potter and the Deathly Hallows: Part 1,"Adventure,Family,Fantasy",2010,146,7.7
Shame,Drama,2011,101,7.2
Hanna,"Action,Drama,Thriller",2011,111,6.8
The Babysitters,Drama,2007,88,5.7
Pride and Prejudice and Zombies,"Action,Horror,Romance",2016,108,5.8
300: Rise of an Empire,"Action,Drama,Fantasy",2014,102,6.2
London Has Fallen,"Action,Crime,Drama",2016,99,5.9
The Curious Case of Benjamin Button,"Drama,Fantasy,Romance",2008,166,7.8
Sin City: A Dame to Kill For,"Action,Crime,Thriller",2014,102,6.5
The Bourne Ultimatum,"Action,Mystery,Thriller",2007,115,8.1
Srpski film,"Horror,Mystery,Thriller",2010,104,5.2
The Purge: Election Year,"Action,Horror,Sci-Fi",2016,109,6
3 Idiots,"Comedy,Drama",2009,170,8.4
Zoolander 2,Comedy,2016,102,4.7
World War Z,"Action,Adventure,Horror",2013,116,7
Mission: Impossible - Ghost Protocol,"Action,Adventure,Thriller",2011,132,7.4
Let Me Make You a Martyr,"Action,Crime,Drama",2016,102,6.4
Filth,"Comedy,Crime,Drama",2013,97,7.1
The Longest Ride,"Drama,Romance",2015,123,7.1
The imposible,"Drama,Thriller",2012,114,7.6
Kick-Ass 2,"Action,Comedy,Crime",2013,103,6.6
Folk Hero & Funny Guy,Comedy,2016,88,5.6
Oz the Great and Powerful,"Adventure,Family,Fantasy",2013,130,6.3
Brooklyn,"Drama,Romance",2015,117,7.5
Coraline,"Animation,Family,Fantasy",2009,100,7.7
Blue Valentine,"Drama,Romance",2010,112,7.4
The Thinning,Thriller,2016,81,6
Silent Hill,"Adventure,Horror,Mystery",2006,125,6.6
Dredd,"Action,Sci-Fi",2012,95,7.1
Hunt for the Wilderpeople,"Adventure,Comedy,Drama",2016,101,7.9
Big Hero 6,"Animation,Action,Adventure",2014,102,7.8
Carrie,"Drama,Horror",2013,100,5.9
Iron Man 2,"Action,Adventure,Sci-Fi",2010,124,7
Demolition,"Comedy,Drama",2015,101,7
Pandorum,"Action,Horror,Mystery",2009,108,6.8
Olympus Has Fallen,"Action,Thriller",2013,119,6.5
I Am Number Four,"Action,Adventure,Sci-Fi",2011,109,6.1
Jagten,Drama,2012,115,8.3
The Proposal,"Comedy,Drama,Romance",2009,108,6.7
Get Hard,"Comedy,Crime",2015,100,6
Just Go with It,"Comedy,Romance",2011,117,6.4
Revolutionary Road,"Drama,Romance",2008,119,7.3
The Town,"Crime,Drama,Thriller",2010,125,7.6
The Boy,"Horror,Mystery,Thriller",2016,97,6
Denial,"Biography,Drama",2016,109,6.6
Predestination,"Drama,Mystery,Sci-Fi",2014,97,7.5
Goosebumps,"Adventure,Comedy,Family",2015,103,6.3
Sherlock Holmes: A Game of Shadows,"Action,Adventure,Crime",2011,129,7.5
Salt,"Action,Crime,Mystery",2010,100,6.4
Enemy,"Mystery,Thriller",2013,91,6.9
District 9,"Action,Sci-Fi,Thriller",2009,112,8
The Other Guys,"Action,Comedy,Crime",2010,107,6.7
American Gangster,"Biography,Crime,Drama",2007,157,7.8
Marie Antoinette,"Biography,Drama,History",2006,123,6.4
2012,"Action,Adventure,Sci-Fi",2009,158,5.8
Harry Potter and the Half-Blood Prince,"Adventure,Family,Fantasy",2009,153,7.5
Argo,"Biography,Drama,History",2012,120,7.7
Eddie the Eagle,"Biography,Comedy,Drama",2016,106,7.4
